skillID,desc,pdesc,h,ph,hch
36120050,에너지볼이 주는 피해를 증가시킨다.,,에너지볼이 주는 피해 #damR% 증가,,
36120049,홀로그램 필드 안에서 움직이는 응축 에너지볼의 이동속도를 증가시킨다.,,홀로그램 필드 안에서 움직이는 응축 에너지볼의 이동속도 증가.,,
36120051,홀로그램 필드의 유지 시간을 증가시킨다.,,홀로그램 필드의 유지 시간 #time초 증가,,
36121053,"전방 다수의 적들에게 에너지소드를 휘둘러 일부 버프를 해제하고 결박하여 행동 불가 상태로 만든다. 결박된 적은 행동 불가 시간 동안 버프 효과가 적용될 수 없도록 제한된다.\n해제되는 버프는 공격력/마력 증가, 방어력 증가, 하드 스킨이다.\n공격을 받은 적은 90초 동안 행동 불가 상태 이상에 저항하여 컨파인 인탱글 및 다른 스킬로 인한 행동 불가 상태 이상에 걸리지 않는다. ",,"MP #mpCon 소비, 최대 #mobCount명의 적에게 #damage% 데미지로 #attackCount번 공격. #prop%확률로 대상의 모든 버프를 해제하고 #time초 동안 행동 불가.\n컨파인 인탱글로 적에게 준 데미지에 따라 행동 불가 지속시간 최대 100% 증가\n재사용 대기시간 #cooltime초",,
36121052,우주로부터 지상의 모든 것을 태워버리는 강력한 레이저 포격을 한다. 사용 후 일정 시간 동안 데미지가 증가한다. 재사용 대기시간 감소 효과를 받지 않는다.,,"MP #mpCon 소비, 최대 #mobCount명의 적에게 #damage% 데미지로 #attackCount번 공격, 공격을 받은 적은 #time초 동안 방어력 #x% 감소. 시전 동작 중 무적.\n사용 후 #y초 동안 데미지 #w% 증가\n재사용 대기시간 #cooltime초",,
36121055,우주로부터 지상의 모든 것을 태워버리는 강력한 레이저 포격을 한다. 사용 후 일정 시간 동안 데미지가 증가한다.,,사용 후 #time초 동안 데미지 #indieDamR% 증가,,
36121054,"무한의 동력을 제공하는 아마란스엔진을 가동하여 일정 시간 동안 에너지가 감소하지 않으며, 사용 즉시 최대치까지 충전된다.",,"MP #mpCon 소비, 에너지 최대치까지 충전, #time초 동안 감소하지 않는다.\n\n재사용 대기시간 #cooltime초",,
36141000,"루티가 적의 치명적인 단점을 탐색한 뒤, 하이테크 스나이퍼 라이플로 타겟에 막대한 피해를 입히는 폭발을 발생시킨다. 일정 시간마다 라이플에 에너지가 응집되어 폭발이 빠르게 연속해서 발동하여 조준한 적을 처형한다. 최대 HP가 가장 높은 적을 우선 공격하고 멀티 모드 링커를 통해 모드를 변경할 수 있다.\n필요 스킬 : #c퍼지롭 매스커레이드 30레벨 이상#",,"MP #mpCon 소비, 최대 #x명의 적을 #damage%의 데미지로 #attackCount번 공격\n#q초마다 #c퍼지롭 매스커레이드 VI : 처형#으로 강화\n몬스터 방어율 #ignoreMobpdpR% 추가 무시",,
36141001,"루티가 적의 치명적인 단점을 탐색한 뒤, 하이테크 스나이퍼 라이플로 타겟에 막대한 피해를 입히는 폭발을 발생시킨다. 일정 시간마다 라이플에 에너지가 응집되어 폭발이 빠르게 연속해서 발동하여 조준한 적을 처형한다. 최대 HP가 가장 높은 적을 우선 공격하고 멀티 모드 링커를 통해 모드를 변경할 수 있다.\n필요 스킬 : #c퍼지롭 매스커레이드 30레벨 이상#",,"MP #mpCon 소비, 최대 #x명의 적을 #damage%의 데미지로 #attackCount번 공격하는 폭발이 #w번 발동, 몬스터 방어율 #q2% 추가 무시\n재강화 대기시간 #cooltime초",,
36141002,루티가 폭격기를 타고 나타나 좌우의 적들을 향해 미사일과 레이저로 폭격한다. 일정 시간마다 전방을 완전히 초토화시키는 집중 포화가 발동한다. 커스텀 커맨드를 사용하면 아래 방향키와 조합하여 사용할 때만 집중 포화를 발동할 수 있다.\n#c커스텀 커맨드 온오프 : 마우스 우클릭#\n필요 스킬 : #c퍼지롭 매스커레이드 30레벨 이상#,,"MP #mpCon 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격\n#c#q초마다 퍼지롭 매스커레이드 VI : 포화#로 강화",,
36141003,루티가 폭격기를 타고 나타나 좌우의 적들을 향해 미사일과 레이저로 폭격한다. 일정 시간마다 전방을 완전히 초토화시키는 집중 포화가 발동한다. 커스텀 커맨드를 사용하면 아래 방향키와 조합하여 사용할 때만 집중 포화를 발동할 수 있다.\n#c커스텀 커맨드 온오프 : 마우스 우클릭#\n필요 스킬 : #c퍼지롭 매스커레이드 30레벨 이상#,,"MP #mpCon 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격\n재강화 대기시간 #cooltime초",,
36141500,"제네로이드의 궁극의 진화를 이룩한다. 진화 상태에서는 강화형 에어프레임이 소환되어 제논이 공격하는 적을 함께 공격하며, 에비에이션 리버티가 강화되어 비행 속도가 빨라지며, 비행 상태에서 일부 공격 스킬을 사용할 수 있게 되며, 메가 스매셔 발동 시 메가 스매셔를 설치할 수 있게 변경된다. 강화된 에비에이션 리버티는 진화 상태 종료 시 즉시 해제된다. 스킬 시전 이후 에비에이션 리버티가 즉시 발동하며, 커스텀 커맨드를 사용하면 사용 직후 에비에이션 리버티가 발동하지 않는다.\n#c커스텀 커맨드 온오프 : 마우스 우클릭#\n\n#c10레벨 : 몬스터 방어율 무시 20% 증가\n20레벨 : 보스 몬스터 공격 시 데미지 20% 증가\n30레벨 : 몬스터 방어율 무시 30% 증가, 보스 몬스터 공격 시 데미지 30% 증가#",,"MP #mpCon 소비, 시전 동작 중 무적\n최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격하는 폭격 #q회 발동 후 #time초 동안 진화 상태\n#c진화 상태# : 제논이 공격한 적을 #s%의 데미지로 #s2번 공격하는 강화형 에어프레임 #q2기 소환, 재발동 대기시간 #t초\n강화 에비에이션 리버티 사용 시 비행 속도 증가, 일부 버프 및 공격 스킬 사용 가능\n강화 에비에이션 리버티 중 메가 스매셔 발동 시 설치 가능 및 공격 간격 감소, 공격 시간 #u초로 감소 및 차지한 시간 #u2초당 공격 시간 1초 증가하여 최대 #u3초까지 증가, 설치 후 #u4초 동안 무적\n재사용 대기시간 #cooltime초",,
36141501,,,,,
36141502,부스터를 켜서 일정 시간 자유롭게 비행할 수 있다. 진화 상태에서 강화되어 일부 버프 및 공격 스킬을 사용할 수 있으며 비행 속도가 증가한다.,,,,
36141503,"제네로이드의 궁극의 진화를 이룩한다. 진화 상태에서는 강화형 에어프레임이 소환되어 제논이 공격하는 적을 함께 공격하며, 에비에이션 리버티가 강화되어 비행 속도가 빨라지며, 비행 상태에서 일부 공격 스킬을 사용할 수 있게 되며, 메가 스매셔 발동 시 메가 스매셔를 설치할 수 있게 변경된다. 강화된 에비에이션 리버티는 진화 상태 종료 시 즉시 해제된다. 스킬 시전 이후 에비에이션 리버티가 즉시 발동하며, 커스텀 커맨드를 사용하면 사용 직후 에비에이션 리버티가 발동하지 않는다.\n#c커스텀 커맨드 온오프 : 마우스 우클릭#",,,,
37001000,건틀렛 리볼버의 폭발력을 이용하여 전방에 강력한 스트레이트 펀치를 내지른다. 스킬 사용 시 리볼빙 캐논이 자동으로 발동된다. 더블 팡과 버닝 브레이커로 연계 가능하다.\n#c2차 스킬 '더킹'을 익히기 위해 20레벨 이상 필요#,,"MP #mpCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격\n매그넘 펀치 사용 시 리볼빙 캐논이 자동 발동되어 같은 수의 적을 #y%의 데미지로 #x번 추가 공격",,
37001001,"건틀렛 리볼버에 내장된 캐논을 이용하여 추가 폭발을 일으켜 피해를 준다. 단독으로는 사용할 수 없으며 일부 공격 스킬 사용 시 자동으로 발동하거나 특정 공격 스킬 사용 중 수동으로 사용할 수 있다.\n키다운을 통해 차지 시 불릿을 수동으로 리로드한다. 차지는 다른 스킬 사용 중에도 가능하며 한 번에 최대 2개의 스킬을 동시에 차지할 수 있다.\n#c리볼빙 캐논 자동 발동 스킬 : 매그넘 펀치, 더블 팡#\n#c리볼빙 캐논 수동 사용 가능 스킬 : 리볼빙 벙커#",,"불릿 1개 소비, 키다운 시 불릿 리로드",,
37001002,축적한 실린더를 한 번에 터뜨려 파일 벙커를 꽂아 넣는다. 파일 벙커는 폭발을 수반한 충격파를 발생시킨다. 파일 벙커를 이용한 직접 공격은 몬스터의 방어율을 추가로 무시한다.\n실린더 게이지는 일부 공격 스킬 사용 중 리볼빙 캐논을 사용하면  증가한다. 스킬 사용 시 실린더 게이지에 따라 다중 충격파가 발생하여 가까운 적일 수록 더 많은 피해를 입힌다. 일정 실린더 게이지가 쌓여야만 사용 가능하며 공격 반사 상태의 적을 공격해도 피해를 입지 않는다.\n필요 스킬 : #c리볼빙 캐논 마스터리 5레벨 이상#\n#c4차 스킬 '리볼빙 벙커'를 익히기 위해 10레벨 이상 필요#,,"실린더 게이지 최소 #x칸 필요, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격, 해당 공격은 몬스터의 방어율을 #ignoreMobpdpR% 추가 무시 \n이후 최대 #q명의 적을 #w%의 데미지로 #w2번 공격하는 충격파A 발생\n#c사용 후 #time초 동안 과열되어 실린더 게이지가 최대치가 되며 해당 시간 동안 실린더 게이지 충전 및 릴리즈 파일 벙커 사용 불가#, 이후 실린더 게이지 모두 소비.",,
37001003,점프 중 한 번 더 도약하여 먼 거리를 이동한다.,,"MP #mpCon 소비, 일정 거리 점프",,
37001004,전방을 향해 불릿을 폭발시켜 역추진력을 얻는다. 이에 따라 반동으로 후방으로 뛰어오르며 근처의 적에게 피해를 입힌다. ↑ 방향키를 누른 채 사용 시 지면 방향으로 폭발을 일으켜 위로 뛰어오른다. 공격 반사 상태의 적을 공격해도 피해를 입지 않으며 불릿을 리로드하는 중에는 사용할 수 없다.,,"불릿 1개 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격",,
37000005,,,,,
37000006,"적에게 공격을 당하면 끈기를 발휘하여 받은 피해에 비례해 보호막을 생성한다. 단, 보호막과 현재 HP의 합이 최대 HP를 넘을 수 없고 초과한 실드는 소멸한다. 또한 블래스터의 스킬 사용 중에는 적에게 공격 받아도 밀려나지 않는다.",,"피격 시 피격 데미지의 #x%를 보호막으로 전환, 초당 현재 보호막의 #y% + #z씩 소멸, 보호막의 최대치는 최대 HP와 같음.\n블래스터의 스킬 사용 중에는 스탠스 확률이 100% 증가.\n영구히 밀리지않을 확률 #stanceProp%, 방어력 #pddX, 최대 HP #mhpR% 증가",,
37000007,"건틀렛 리볼버를 연구하여 리볼빙 캐논에 대한 기본 소양을 익힌다. 과열된 건틀렛 리볼버로 인한 직접 공격에 당하는 상대방은 그 열로 인한 추가 타격을 입으며, 누적된 실린더 게이지에 따라 해당 데미지가 증가한다.\n#c해당 스킬 : 매그넘 펀치, 더블 팡, 해머 스매시, 쇼크 웨이브 펀치, 허리케인 믹서, 플래시 무브, 하이퍼 매그넘 펀치, 발칸 펀치, 버닝 브레이커#\n#c2차 스킬 '리볼빙 캐논 업그레이드'를 익히기 위해 5레벨 이상 필요#",,"#c[파이널 어택류 스킬]# 실린더 게이지 1칸 이상일 때 건틀렛 리볼버를 이용한 직접 공격에 #damage% 데미지로 #attackCount번 공격하는 추가 타격 발생, 실린더 게이지 1칸당 해당 타격의 데미지 #x% 증가\n영구히 이동속도 #psdSpeed, 점프력 #psdJump, 최대 이동속도 #speedMax 증가. ",,
37000008,,,,,
37000009,,,,,
37000010,,,,,
37000011,,,,,
37000012,,,,,
37000013,,,,,
37101000,"건틀렛 리볼버의 추진력을 이용하여 전방에 강력한 2단 콤비네이션을 가한다. 스킬을 배운 뒤 매그넘 펀치 버튼을 연타해도 사용할 수 있다. 스킬 사용 시 리볼빙 캐논이 자동으로 발동된다. 더킹, 해머 스매시, 스웨이, 쇼크 웨이브 펀치, 버닝 브레이커로 연계 가능하다.",,"MP #mpCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격\n더블 팡 사용 시 리볼빙 캐논이 자동 발동되어 같은 수의 적을 #y%의 데미지로 #x번 추가 공격",,
37101001,"적의 공격을 회피하며 전방으로 이동한다. 점프 키를 입력하여 급정지할 수 있다. 커스텀 커맨드를 사용하면 스킬을 재사용 해 급정지 할 수 있다.\n매그넘 펀치, 리프트 프레스, 버닝 브레이커로 연계 가능하다.\n키다운을 통해 차지가 가능하며, #c차지 후 발동 시 자신의 다른 스킬 사용 중에도 해당 스킬을 취소하며 더킹이 발동된다.# 차지는 더킹을 제외한 다른 스킬 사용 중에도 가능하며 한 번에 최대 2개의 스킬을 동시에 차지할 수 있다. 추가로 영구히 매그넘 펀치의 데미지가 증가한다.\n#c커스텀 커맨드 온오프 : 마우스 우클릭#\n필요 스킬 : #c매그넘 펀치 20레벨 이상#\n#c3차 스킬 '스웨이'를 익히기 위해 15레벨 이상 필요#",,"MP #mpCon 소비, 스킬 발동 후 1.5초 동안 추가 회피 #w% 적용\n[패시브 효과 : 매그넘 펀치의 데미지 #damPlus%p 증가]",,
37100002,,,,,
37101003,"MP를 소비하여 일정 시간 동안 무기의 공격 속도를 2단계 증가시킨다. 단, 반드시 건틀렛 리볼버 계열 무기를 들었을 경우에만 발동이 가능하다.\n필요 스킬 : #c건틀렛 마스터리 5레벨 이상#",,"MP #mpCon 소비, #time초 동안 무기의 공격 속도 2단계 증가",,
37100004,"건틀렛 리볼버 숙련도, 크리티컬 확률, 공격력, 최종 데미지를 증가시킨다.\n#c4차 스킬 '건틀렛 엑스퍼트'를 익히기 위해 10레벨 이상 필요#",,"숙련도 #mastery%, 크리티컬 확률 #cr%, 공격력 #padX, 최종 데미지 #pdR% 증가",,
37100005,신체 단련을 통해 영구적으로 힘과 민첩성을 증가시킨다.,,"영구적으로 힘 #strX, 민첩성 #dexX 증가",,
37100006,힘의 완급 조절을 익혀 차지 스킬의 기능을 보완한다. 추가로 영구히 데미지가 증가한다.\n#c4차 스킬 '어드밴스드 차지 마스터리'를 익히기 위해 14레벨 이상 필요#,,"각 차지 스킬의 차지 시간 #x% 감소, 차지 스킬 사용 시 불릿 #w개 즉시 리로드, 공중에서 사용할 때와 자동 리로드 중에는 리로드 되지 않음.\n차지한 더킹과 스웨이의 시작 부분과 차지한 해머 스매시 사용 중 최대 HP의 일정 비율로 피해를 입히는 공격을 포함한 피해를 #y% 감소시키는 가드 판정 발생\n영구히 데미지 #damR% 증가",,
37100007,건틀렛 리볼버에 내장된 리볼빙 캐논의 성능을 개선한다.\n필요 스킬 : #c리볼빙 캐논 마스터리 5레벨 이상#\n#c3차 스킬 '리볼빙 캐논 업그레이드Ⅱ'를 익히기 위해 20레벨 이상 필요#,,"릴리즈 파일 벙커 데미지 #w%p, 충격파A의 데미지 #w2%p 증가\n과열로 인한 추가 타격 데미지 #s%p 증가\n매그넘 펀치 중 발동되는 리볼빙 캐논 데미지 #s2%p 증가\n 최대 실린더 게이지 4칸으로 확장, 최대 불릿 4개로 증가\n실린더 게이지 4칸 이상일 때 릴리즈 파일 벙커 사용 시 데미지 40%p 증가, 최대 #dot명의 적을 #q%의 데미지로 #q2번 공격하는 충격파B 추가 발생",,
37100008,,,,,
37100009,,,,,
37111000,"지면을 내려찍듯 강타하여 주변 적들에게 피해를 입히고 공중으로 띄운다. 공격 당한 적은 일정 시간 동안 블래스터의 공격에 받는 최종 데미지가 증가하는 디버프에 걸린다.\n매그넘 펀치, 버닝 브레이커로 연계 가능하다.\n키다운을 통해 차지가 가능하다. #c차지 후 발동 시 자신의 다른 스킬 사용 중에도 해당 스킬을 취소하며 해머 스매시가 발동되고 스킬 사용 중 적의 어떠한 공격을 받아도 밀려나지 않으며 스킬 종료 후 지면에 충격파를 남겨 추가 공격을 한다.#\n차지는 해머 스매시를 제외한 다른 스킬 사용 중에도 가능하며 한 번에 최대 2개의 스킬을 동시에 차지할 수 있다.\n충격파는 공격 반사 상태의 적을 공격해도 피해를 입지 않는다.\n추가로 영구히 더블 팡의 데미지가 증가한다.",,"MP #mpCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격, 피격된 적은 #y초 동안 블래스터의 공격에 받는 최종 데미지 #x% 증가 디버프에 걸림.\n차지 후 사용 시 #q초 동안 최대 #s명을 #q2%로 #s2번 공격하는 충격파 설치, 충격파에 피격된 적도 최종 데미지 증가 디버프에 걸림\n[패시브 효과 : 더블 팡의 데미지 #damPlus%p 증가]",,
37110001,,,,,
37110002,,,,,
37111003,"적의 공격을 회피하며 후방 이동한다. 점프 키를 입력하여 급정지할 수 있다. 커스텀 커맨드를 사용하면 스킬을 재사용 해 급정지 할 수 있다.\n리프트 프레스, 플래시 무브, 버닝 브레이커로 연계 가능하다.\n키다운을 통해 차지가 가능하며, #차지 후 발동 시 자신의 다른 스킬 사용 중에도 해당 스킬을 취소하며 스웨이가 발동된다.# 차지는 스웨이를 제외한 다른 스킬 사용 중에도 가능하며 한 번에 최대 2개의 스킬을 동시에 차지할 수 있다. 추가로 영구히 매그넘 펀치의 데미지가 증가한다.\n#c커스텀 커맨드 온오프 : 마우스 우클릭#\n필요 스킬 : #c더킹 15레벨 이상#\n#c4차 스킬 '플래시 무브'를 익히기 위해 15레벨 이상 필요#",,"MP #mpCon 소비, 스킬 발동 후 1.5초 동안 추가 회피 #w% 적용\n[패시브 효과 : 매그넘 펀치의 데미지 #damPlus%p 증가]",,
37110004,,,,,
37111005,근처의 적을 움켜쥔 후에 전방으로 밀어내면서 끌고 간다. 밀어내는 중에 마주치는 적이 있다면 충돌하며 데미지를 받는다. 근처에 잡을 수 있는 적이 없으면 발동되지 않는다. 일부 몬스터는 저항하여 잡히거나 밀리지 않는다.\n필요 스킬 : #c스웨이 1레벨 이상#,,"MP #mpCon 소비, #mobCount명의 적을 #damage% 데미지로 공격하며 잡은 후 이동. 경로에 적이 있다면 최대 #q명을 #q2%의 데미지로 #w번 공격하며 함께 밀어냄, 일반 몬스터 공격 시 데미지 #nbdR% 증가",,
37111006,건틀렛 리볼버에 내장된 캐논으로 불릿을 전방으로 발사해 순수한 폭발력으로 적을 공격한다.,,"MP #mpCon, 불릿 #s2개 소비\n최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격, 일반 몬스터 공격 시 데미지 #q% 증가\n재사용 대기시간 #cooltime초",,
37110007,건틀렛 리볼버에 내장된 리볼빙 캐논의 성능을 강화한다. 리볼빙 캐논 업그레이드의 증가량을 덮어쓴다. #c4차 스킬 '리볼빙 캐논 업그레이드Ⅲ'을 익히기 위해 20레벨 이상 필요#,,"릴리즈 파일 벙커 데미지 #w%p, 충격파A 데미지 #w2%p, 충격파B 데미지 #u%p 증가\n과열로 인한 추가 타격 데미지 #s%p 증가\n매그넘 펀치 중 발동되는 리볼빙 캐논 데미지 #s2%p, 더블 팡 중 발동되는 리볼빙 캐논 데미지 #v%p 증가\n 최대 실린더 게이지 5칸으로 확장, 최대 불릿 5개로 증가\n실린더 게이지 5칸 이상일 때 릴리즈 파일 벙커 사용 시 데미지 80%p 증가, 최대 #dot명의 적을 #q%의 데미지로 #q2번 공격하는 충격파C 추가 발생",,
37110008,수련을 통해 인듀어런스 실드를 강화한다. \n필요 스킬 : #c인듀어런스 실드 10레벨 이상#,,"피격 시 피격 데미지의 #x%를 보호막으로 전환, 초당 현재 보호막의 #y% + #z씩 소멸, 보호막의 최대치는 최대 HP와 같음.\n영구히 상태 이상 내성 #asrR, 모든 속성 내성 #terR% 증가",,
37110009,전투에서 가장 효율적인 동선과 타격 패턴을 연구한다. 연계 스킬과 차지 스킬 사용 시 능력이 증가한다. 추가로 영구히 공격력이 증가한다.\n#c4차 스킬 '콤비네이션 트레이닝Ⅱ'를 익히기 위해 9레벨 이상 필요#,,"최대 #x 단계까지 누적 가능, #time초 동안 유지, 1단계 당 최종 데미지 #y% 증가, #w단계 당 공격 속도 1단계 증가, #z단계 당 스킬 연계 속도 1단계 증가\n영구히 공격력 #padR% 증가",,
37110010,,,,,
37110011,,,,,
37121000,"충격파를 수반한 스크류 블로를 내지른다. 공격 후 짧은 시간 동안 사용한 자리에 회오리 치는 충격파가 남아 추가 피해를 입힌다. 더킹, 스웨이, 버닝 브레이커로 연계 가능하다. 추가로 영구히 더블 팡의 데미지가 증가한다.",,"MP #mpCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격, 일반 몬스터 공격 시 데미지 #nbdR% 증가, 이후 충격파 발생 \n#c충격파# : 최대 #z명의 적을 #s% 데미지로 #u번 공격, 일반 몬스터 공격 시 데미지 #q%p 증가\n[패시브 효과 : 더블 팡의 데미지 #w%p 증가]",,
37120001,,,,,
37120002,스웨이 중 가까운 적에게 순간적으로 접근하여 일격을 날린다. 스웨이 중에만 사용할 수 있으며 스웨이의 커스텀 커맨드를 사용하지 않을 경우 스웨이를 다시 사용해 발동 시킬 수 있다. 사정거리 안에 적이 없으면 발동되지 않는다. 매그넘 펀치와 버닝 브레이커로 연계 가능하며 영구히 매그넘 펀치의 데미지가 증가한다.\n필요 스킬 : #c스웨이 15레벨 이상#,,"MP #mpCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격\n[패시브 효과 : 매그넘 펀치의 데미지 #damPlus%p 증가]",,
37121003,"위빙, 더킹, 스웨이를 활용하여 넓은 범위의 적을 휩쓰는 폭풍을 만들어낸다. 공격 적중 시 콤비네이션 트레이닝을 최대로 중첩한다. 추가로 영구히 해머 스매시의 데미지가 증가한다.\n필요 스킬 : #c스웨이 15레벨 이상#",,"MP #mpCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격\n공격 적중 시 콤비네이션 트레이닝 최대로 중첩, 지속시간 #v2초로 적용\n재사용 대기시간 #cooltime초\n[패시브 효과 : 충격파를 제외한 해머 스매시의 데미지 #damPlus%p 증가]",,
37121004,"불릿을 순간적으로 최대치로 리로드한 뒤, 전방의 적에게 빠르게 접근하여 적을 행동 불가 상태로 만들어 움켜쥔다. 범위 내의 적 중 최대 HP가 가장 높은 적을 우선으로 공격한다. 적을 움켜쥔 채로 리볼빙 캐논 사용을 가능하며, 리볼빙 캐논으로 6회 타격한 후 다시 입력하면 전방 일직선상에 파일 벙커를 사용해 추가 피해를 입힌다. 행동 불가 상태로 만들지 못하는 적을 공격해도 스킬이 발동되며 적을 움켜쥔 상태는 무적이다. 파일 벙커를 이용한 마지막 공격은 몬스터의 방어율을 추가로 무시한다. 근처에 적이 없으면 발동되지 않는다. 스킬을 #c재사용#하면 움켜쥔 것을 풀 수 있다. 풀어도 행동 불가 상태는 유지된다.\n공격을 받은 적은 90초 동안 행동 불가 상태 이상에 저항하여 리볼빙 벙커 및 다른 스킬로 인한 행동 불가 상태 이상에 걸리지 않는다.\n필요 스킬 : #c릴리즈 파일 벙커 10레벨 이상#",,"MP #mpCon 소비, 적을 #damage% 데미지로 #attackCount번 공격하며 행동 불가 상태로 만듦, 이후 사용하는 리볼빙 캐논은 최대 #s명의 적을 각각 #x%, #y%, #w%, #w2%, #q%, #q2%로 #s2번씩 공격\n파일 벙커를 이용한 마지막 공격은 #z%의 데미지로 #v번 공격하며 몬스터 방어율 #ignoreMobpdpR% 추가 무시\n재사용 대기시간 #cooltime초",,
37120014,,,,,
37120015,,,,,
37120016,,,,,
37120017,,,,,
37120018,,,,,
37120019,,,,,
37120023,,,,,
37121005,활성화된 인듀어런스 실드를 체력으로 전환한다. 인듀어런스 실드가 존재하지 않거나 체력이 가득찬 경우엔 사용할 수 없다. 사용 후 일정 시간 최대 HP의 일정 비율로 피해를 입히는 공격을 포함한 피해를 감소시키는 가드 판정 발생하며 피해 감소 수치는 차지 마스터리를 따른다. 해당 버프는 버프 지속시간 증가의 효과를 받지 않는다. 추가로 영구히 리프트 프레스와 매그넘 캐논의 데미지가 증가한다.\n필요 스킬 : #c인듀어런스 트레이닝Ⅱ 20레벨 이상#,,"MP #mpCon 소비, 활성화된 인듀어런스 실드가 소멸하며 소멸한 실드량과 최대 HP의 #x%를 합한 것 만큼 체력 회복, #time초 동안 가드 판정 유지\n리프트 프레스의 밀어내는 공격과 매그넘 캐논의 데미지 #damPlus%p 증가\n재사용 대기시간 #cooltime초",,
37121006,"일정 시간 동안 파티원의 모든 능력치를 일정 퍼센트만큼 증가시켜 준다. 메이플 용사, 시그너스 나이츠, 노바의 용사, 레프의 용사, 이계의 용사, 아니마의 용사, 륀느의 가호는 중첩되지 않는다.",,"MP #mpCon 소비, #time초 동안 AP를 직접 투자한 모든 능력치 #x% 증가",,
37121007,"정신을 집중하여 상태 이상으로부터 벗어난다. 사용 후 3초 동안 상태 이상 면역. 단, 일부 상태 이상 효과에는 적용되지 않고 컴뱃 오더스가 적용되지 않는다.",,"MP #mpCon 소비, 재사용 대기시간 #cooltime초",,
37120008,건틀렛 리볼버에 내장된 캐논의 성능을 최종 강화한다. 리볼빙 캐논 업그레이드Ⅱ의 증가량을 덮어쓴다.\n필요 스킬 : #c리볼빙 캐논 업그레이드Ⅱ 20레벨 이상#,,"릴리즈 파일 벙커 데미지 #w%p, 충격파A 데미지 #w2%p, 충격파 B 데미지 #u%p, 충격파 C 데미지#u2%p 증가\n과열로 인한 추가 타격 데미지 #s%p 증가\n매그넘 펀치 중 발동되는 리볼빙 캐논 데미지 #s2%p 증가, 더블 팡 중 발동되는 리볼빙 캐논 데미지 #v%p 증가\n 최대 실린더 게이지 6칸으로 확장, 최대 불릿 6개로 증가\n실린더 게이지 6칸 이상일 때 릴리즈 파일 벙커 사용 시 데미지 200%p 증가, 최대 #dot명의 적을 #q%의 데미지로 #q2번 공격하는 충격파D 추가 발생",,
37120013,,,,,
37120009,혹독한 정신수양을 통해 궁극의 끈기를 길러 인듀어런스 실드를 강화한다. 추가로 영구히 리프트 프레스와 매그넘 캐논의 데미지가 증가한다.\n필요 스킬 : #c인듀어런스 트레이닝 20레벨 이상#,,"피격 시 피격 데미지의 #x%를 보호막으로 전환, 초당 현재 보호막의 #y% + #z씩 소멸, 보호막의 최대치는 최대 HP와 같음.\n영구히 상태 이상 내성 #asrR%, 모든 속성 내성 #terR% 증가, 스탠스 #stanceProp% 증가\n리프트 프레스의 밀어내는 공격과 매그넘 캐논의 데미지 #damPlus%p 증가",,
37120010,"건틀렛 리볼버 숙련도, 크리티컬 데미지, 보스 몬스터 공격 시 데미지가 증가한다.\n필요 스킬 : #c건틀렛 마스터리 10레벨 이상#",,"숙련도 증가량 #mastery%로 증가, 크리티컬 데미지 #criticaldamage%, 보스 몬스터 공격 시 데미지 #bdR% 증가",,
37120011,힘의 완급 조절을 완벽히 익혀 차지 스킬의 기능을 최적화 한다. 차지 마스터리의 수치를 덮어 쓴다. 추가로 영구히 공격 시 적의 방어율을 일정량 무시하고 피격 데미지가 감소한다.\n필요 스킬 : #c차지 마스터리# 14레벨 이상,,"각 차지 스킬의 차지 시간 #x% 감소, 차지 스킬 사용 시 불릿 #w개 즉시 리로드, 공중에서 사용할 때와 자동 리로드 중에는 리로드 되지 않음.\n차지한 더킹과 스웨이의 시작 부분과 차지한 해머 스매시 사용 중 최대 HP의 일정 비율로 피해를 입히는 공격을 포함한 피해를 #y% 감소시키는 가드 판정 발생\n영구히 적의 방어율 #ignoreMobpdpR% 무시, 피격 데미지 #damAbsorbShieldR% 감소",,
37120012,전투에서 가장 이상적인 동선과 타격 패턴을 연구한다. 연계 스킬과 차지 스킬 사용 시 능력이 증가한다. 콤비네이션 트레이닝의 수치를 덮어 쓴다. 추가로 공격력이 증가한다.\n필요 스킬 : #c콤비네이션 트레이닝# 9레벨 이상,,"최대 #x 단계까지 누적 가능, #time초 동안 유지, 1단계 당 최종 데미지 #y% 및 크리티컬 확률 #q% 증가, #w단계 당 공격 속도 1단계 증가, #z단계 당 스킬 연계 속도 1단계 증가\n영구히 공격력 #padX 증가",,
